27,A20SMUCY0FQA7Z.csv,three members are standing on the lane,mans head,shirt,lake,clouds,lady showing something,purse on lady's hand,black image,a man wearing a cap,a man leaves his hand on his pocket,a mans backside has been shown
27,A299J4PKHAEU9H.csv,a women and two mens are standing near the pool and discussing about something,the first man head,the first man shirt,pool,clouds on the sky,speeching women,speeching women body,floor,the second man head,the second mand hip with hand,the second man back shoulder
27,A2SBISQJE2ZPJQ.csv,two mans and one woman standing there. the woman explained one thing and heard the both mans.,man's face,man's shirt,water,sky,woman,woman's dress,sky,water and man,mans shirt,mans dress
27,A31XNLA9REVGXL.csv,Mike Rowe is listening intently while a woman explains a job. The man just looks on. They are near a body of water.,man,shirt, water,water, trees,shirt,woman,woman,sand,Mike Rowe,shirt, sand,shirt, grass
27,A3VOMP0WOJTB4I.csv,There are two men and one woman talking to each other.,man's face,man's shoulder,lake,clouds,female face,female body,color,man's face,man's sleeve,man's shoulder
27,AFQKLIYNCVZTL.csv,Three people are having a conversation near water.,man's head,shirt,trees and water,sky,woman,woman,?,man's head,shirt,shirt
27,AQKEB6AAXXZTI.csv,a women saying something about the place.The  two mens listening her.,a man seeing ,a mans shirt,river,sky,a man describing,camera in her hand,sand,a man listening,amns hand in her pocket,mans head28,A1DRFDGG2KCOI2.csv,a man running on water,water,watere,elbow,leg,man,man's body,leg,water ,water,water
28,A1ELYVM5GQIBM0.csv,man enjoying in the water ,water,wave ,splash ,foot ,face,leg,knee,running water,?,?
28,A1S88VQY8G8CNC.csv,a man runs through a body of water.  we can see splashes of water as he runs through it.,water splashing,water,water,leg/water,top part/man,man's legs,man's leg,water,water,water splashing
28,A20SMUCY0FQA7Z.csv,a man is running on the water,water,sea,sea  water,a mans leg on the sea water,a man ,mans thygh,mans toe,sea,sea water,sea wave
28,A299J4PKHAEU9H.csv,a man running in the sea wave with enjoy,sea wave,sea water ,sea water,man right hand,man left leg,man upper body,man lower body,sea water,sea water,sea water bubbles
28,A2SBISQJE2ZPJQ.csv,one man running on the water.,water waves,water,water,water with man's leg,mans body,mans leg,mans leg,water,water,water
28,A31XNLA9REVGXL.csv,A man is running through the blue water. It is a really nice sunny day.,water,water,elbow,leg,top of man,bottom of man,leg,water,water,water
28,A3VOMP0WOJTB4I.csv,A man is running in the water.,water bubbles,ocean,blue,splash,man's body,man's legs,man's toe,waves,color,white bubbles
28,AFQKLIYNCVZTL.csv,A man is running in the water near a beach.,ocean,ocean,ocean,man's leg,man's upper body,man's lower body,man's leg,ocean,ocean,ocean
28,AQKEB6AAXXZTI.csv,a man running in the sea.,water bounces,water,mans hand,running leg of man,man running,mans leg ,running man,sea,sea,sea water bounces29,A1DRFDGG2KCOI2.csv,an old damaged house,sky,compound wall,window,window,entrance,plant,window,window,wall,wall
29,A1ELYVM5GQIBM0.csv, old house,wall,parapet wall,window ,door,main endurance ,first floor,roof,small wall,tiles ,wall design 
29,A1S88VQY8G8CNC.csv,an old house is either under construction; or is in the process of being torn down.  doors and window panes have been removed.,part of buildings,railing,window,building,doorway,windows,windows,railing,building,building
29,A20SMUCY0FQA7Z.csv,a old broken building,broken wall,balkeny of the broken building,entrance of the building,broken window,entrance of the building,broken way of the building,window of the broken building,broken window,broken and unpainted wall,broken building
29,A299J4PKHAEU9H.csv,an old huge building,building left view,building front view,building window,building window,building front way,building window,building window,building window,building wall,building wall
29,A2SBISQJE2ZPJQ.csv,one old building  standing is there. very dangerous position.,building wall,gate,window,roof,steps,window,building wall,building wall,building wall,building wall
29,A31XNLA9REVGXL.csv,A very run down building. It has no windows or doors.,house corner,railing,railing,house corner,steps,window,window,window,corner,railing
29,A3VOMP0WOJTB4I.csv,This is a picture of a fallen house.,sky,house gallery,house window,house roof,house door,house main door,big window,small door,building,fence
29,AFQKLIYNCVZTL.csv,It is a picture of an old; abandoned house.,side of house,railing,window,corner of house,doorway,window,window,window,wall,wall
29,AQKEB6AAXXZTI.csv,a old building is in here.,buildings top,balcany of the building,window,open window,entrance of the building,broken building,broken windows,dirty balcony,paint is damged,outside of the house30,A1DRFDGG2KCOI2.csv,an electric  post fall down and two men are standing ,men,posts,fallen post,snow,post,post,snow,fallen post,snow,
30,A1ELYVM5GQIBM0.csv,electric tower fall down in the snow ,iron rod,tower ,gurder ,interconnecting rod,rod branch ,?,snow ,?,piece ,?
30,A1S88VQY8G8CNC.csv,an electrical tower has been torn apart and is lying on a snowy surface.  two men stand by; in the background we see many towers still standing up.,men,towers,leveled tower,tower/surface,destroyed tower,destroyed tower,snow,destroyed tower,snow/tower,
30,A20SMUCY0FQA7Z.csv,electric tower has been fallen,broken electric towers,electric tower,part of electric tower lying on the mist,broken electric tower,electric tower rod,broken electric tower,mist,broken rods,electric tower rod pieces on the mist,
30,A299J4PKHAEU9H.csv,fall huge power supplying transform,ice,standing transformars ,crashed transformer part,crashed transformer part,crashed transformer part,crashed transformer part,ice,crashed transformer part,ice,
30,A2SBISQJE2ZPJQ.csv,electical transform lying down on the floor. two labours working on there.,workers,electrical transform,eletrical wire and iron,eletrical wire and iron,eletrical wire and iron,eletrical wire and iron,ice ,eletrical wire and iron,eletrical wire and iron,
30,A31XNLA9REVGXL.csv,A tower that has fallen over. Two men are standing by it. There is snow on the ground.,men,towers,fallen tower,snow, fallen tower,fallen tower,fallen tower,snow,fallen tower,snow, fallen tower,
30,A3VOMP0WOJTB4I.csv,An electric tower has fallen during snowfall.,electric towers,snow,fence,pebbles,iron tower,long tower,ground,iron rods,iron wires,
30,AFQKLIYNCVZTL.csv,Two men are standing near a collapsed power line.,man,power line,power line,power line,power line,power line,snow,power line,snow,
30,AQKEB6AAXXZTI.csv,firemans are seriously discussing about the incident.,two fire man standing,many towers are placed,TOWER FALLS ,tower falls in ground,broken tower,tower steel,broken pieces of tower,collapse of tower,ice place,31,A20SMUCY0FQA7Z.csv,it was a Jesus image in an old church,old photo frame,ancient lamp,church wall,jesus photo,chair,pillar,candle,old statue,church wall,
31,A2L366NNL1YG5W.csv,church alter in an old church ,painting,scone,alter and candles,mural,alter,column,candle,column,?,
31,A2SBISQJE2ZPJQ.csv,OLD TEMPLE AND JESUS PICTURE WITH WALL IN PRAYER HALL.,FRAME,WALL,FURNITURE,PICTURE,?,WOOD,WALL,WALL,WALL,
31,A37M4OVE9R80G.csv,jesus image was showned in the image in the wall.left side a photo was fixed in the wall,a photo was fixed in the wall,a lamp was floated,a big size candle was seen,jesus picture in a big size,cross was fixed in the wall,a small piller of the building,candle in the stand,?,white screen in the wall,
31,A39J8MSTUDVH0D.csv,This is an old church there is what appears to be water damage on the walls. The image contains an altar with a lace cover on it; A religious painting behind the alter; an ornate rectangular vessel sits on the alter. There are four candle sticks and a cross behind the alter. There is a large window on the right side of the room with a sheer white curtain.,religious picture,incense burner,candle stick,religious painting,altar and ornate rectangular vessel,column and incense burner,candle stick,pedistals,curtain,
31,A3OLRWACCCCUTU.csv,A painting of a woman surrounded by angles is on a curved wall behind an alter.  There are candles and other religious objects on top of the altar.,wall with a mirror,wall and a hanging lamp,wall, part of an altar and candle sticks,portion of the painting of the woman and angels,Altar with a box and cross on it.,Portion of a column,wall and candlestick,portion of a column and wall,curtain,?
31,A3QI1RV4HQ9MOC.csv,A JESUS PHOTO IN THE OLD CHURCH,PHOTO FRAME,LAMP,CANDLE,JESUS PHOTO,CHAIR,PILLAR,CANDLE,PILLAR,WALL,
31,A3QMAS3KVQTPW0.csv,PICTURE OF A OLD CHRUCH WITH JESUS; CROSS; CANDELS AND OTHER RELIGIOUS ITEMS ARE PRESENT IN THE PICTURE. WALLS SEEMS TO OLD,OLD PHOTO FRAME,WALL WITH A HANGING IN FOREGROUND,OLD WALL BESIDE THE LORD,LORD IMAGE,DIVINE ARTICLES,PILLAR,OLD WALL,WALL,WHTIE CURTAINS,
31,AFQKLIYNCVZTL.csv,It is a picture of a chapel with a religious painting.,frame,wall,pillar,painting,altar,pillar,wall,column,?,
31,AHV4U78TUUDKI.csv,We are looking at an alter in an old church. There is a beautiful painting which is adorned by two ornate columns. There are candles and flowers in vases below the painting. On the alter there is a large ornate object sitting on a lace cloth. ,artwork ,wall of the church,left side of the alter,ornate artwork and archway,alter, ornate object and lace cloth,column ,wall of the church with a candle,flowers on the alter,curtain on the window,
31,AJNQ2PBD07FKE.csv,It looks like a very old; possibly even a abandoned church. There is a picture in the front on the wall and some crosses and candles. ,A older smaller picture on the wall.,The wall of the church., The wall and some decorations at the church.,A larger colored religious picture on the wall.,Decorations located at front of church.,A pillar in the old church.,The wall and some decorations at the church.,The wall and some decorations at the church.,The wall and some decorations at the church.,A white curtain in front of a window of the church.32,A20SMUCY0FQA7Z.csv,two children watching tv,wall,chair,tv,wooden house,children ,wall,sofa,,,
32,A2L366NNL1YG5W.csv,two children are sitting on the floor watching cartoons,?,chair,cartoons on tv,child #1,child #2,?,chair,,,
32,A2SBISQJE2ZPJQ.csv,TWO KIDS SAW THE CARTOON PICTURE IN TV. TWO KIDS SITDOWN ON THE FLOOR.,?,CHAIR,TV MONITOR,BOY AND BUILDING,ANOTHER ONE BOY,?,FLOOR,,,
32,A37M4OVE9R80G.csv,two kids seeing cartoon movies in the tv ; they are having a christmas doll inbetween them.a dog toy was on the table.,?,chair made up of wood,cartoon movies in tv,kid with christmass toy,kid with chirstmass toy,?,table in hall,,,
32,A39J8MSTUDVH0D.csv,Two children are sitting on the livin groom floor watching a television show with a fairly large Santa figure between them.,wall,chair,television,left boy and santa,Santa and right boy,rug,chair,,,
32,A3OLRWACCCCUTU.csv,Two children sit in a living room with a santa statue between them.  They are watching a children's show on a television.,wall,chair with cushion,tv screen,child, santa statue and sliding glass door with the lawn and a building showing.,child, santa statue and sliding glass door with the lawn showing.,?,chair and carpet,,,
32,A3QI1RV4HQ9MOC.csv,TWO CHILDREN WATCHING TV,WALL,CHAIR,TV,THE CHILDREN TOYS,THE CHILDREN WINDOW,WALL,SOFA,,,
32,A3QMAS3KVQTPW0.csv,2 KIDS SITTING ON THE FLOOR AND WATCHING THE CARTOONS IN TV.,BROWN WALL ON THE LEFT CORNER OF THE IMAGE,RELAXING CHAIR,TELEVISION WITH CARTOON RUNNING ON IT,GARDEN VIEW FROM THE ROOM,KID ENJOYING THE CARTOON,CARPET DESIGN,SOFA IN THE CORNER OF THE ROOM,,,
32,AFQKLIYNCVZTL.csv,Two children are watching a cartoon.,wall,chair,tv,window,child,?,chair,,,
32,AHV4U78TUUDKI.csv,Two boys are sitting on the rug with a large gnome or santa figurine. They are looking out a large window. There appears to be a television on in the room. There are several chairs and rugs in the room as well. ,wall,rocking chair,television,picture window with boy looking out with gnome,child sitting on the rug,pixels,chair ,,,
32,AJNQ2PBD07FKE.csv,Two children sitting on the floor of a living room with red carpet. They are watching a cartoon on the television. ,Wall of the living room.,Rocking chair to the left of children in living room.,Cartoon on TV kids are watching.,Window in living room and a child.,Window in living room and a child.,Rug behind children in living room.,Chair in front and to right of children.,,,33,A20SMUCY0FQA7Z.csv,a middle aged couple consulting doctor,medical apparatus,doctor,patient's hands,couple's hands,a ladie,men's watch,shirt,men's face,tie,shirt
33,A2L366NNL1YG5W.csv,two people are meeting with a doctor,syringe demonstrating a procedure,doctor's face,person 1's hands,hands of persons 1 and 2 and a clipboard,person 1's face,person 2's watch and sleeve,?,person 2's face,person 2's shirt,?
33,A2SBISQJE2ZPJQ.csv,DOCTOR SPEAKING TO THE PATIENTS .HUSBAND AND WIFE SITTING THERE. THAT WOMAN SOMETHING ASKING TO THE DOCTOR.,DOCTOR DRESS,DOCTOR FACE,WOMANS HAND,MAN WATCH,WOMANS FACE,TABLE,MEN'S SHIRT,MEN'S FACE,MEN'S SHIRT,?
33,A37M4OVE9R80G.csv,a couples discussing with doctor seriously about something;  male holding hand of his wife a paper clip is placed in the table.,stethouscope of a doctor,doctor weared glass,female hand expressing something,male holding his wife hand,girl face looking so anxious,man watch it was on his left side hand,?,male face oneside view,tie was placed above the shirt,?
33,A39J8MSTUDVH0D.csv,A man and a woman sitting at a small table meeting with a doctor. The couple seems to be concerned but not terribly distressed.,Doctor's shirt, tie, and jacket,Doctor's head,woman's right hand,Man and woman's clenched left hands,woman's head and face,table and man's left arm,man's left sleeve,man's head and face,woman's left arm and man's shirt & tie,man's shirt
33,A3OLRWACCCCUTU.csv,A doctor is holding a check statue.  He is sitting at a table with a man and woman.  The woman is speaking.,Doctors chest and statue.,Doctors face.,Doctors arm and womans hand,Three hands,Woman's face,Edge of table.,Part of shirt sleeve.,Man's face.,Man's chest and woman's arm.,Part of shirt.
33,A3QI1RV4HQ9MOC.csv,COUPLE COSULTING THE DOCTOR,MEDICAL EQUIPMENT,DOCTOR,MAN HAND,TWO MAN HAND,WOMAN FACE,TABLE,SHIRT,MAN FACE,TIE,SHIRT
33,A3QMAS3KVQTPW0.csv,A COUPLE HAVING THE DISCUSSION WITH THE DOCTOR.,DOCTOR'S CHEST VIEW WITH STETHOSCOPE AROUND HIS NECT AND PICTURE ON THIS HAND,DOCTOR FACE ,WOMEN'S HAND MAKING THE GESTURES,COUPLES HAND HOLDING EACHOTHER,WOMEN'S FACE,TABLE CORNER,MAN'S PURPLE SHIRT,MAN'S FACE,MAN'S SHIRT WITH TIE ,MAN'S SHIRT COLOR
33,AFQKLIYNCVZTL.csv,A doctor is talking to two people.,doctor's chest,head,hand,arm,woman's head,table,sleeve,man's head,,
33,AHV4U78TUUDKI.csv,A doctor is explaining how to use an item to a man and woman. The woman looks confused and is asking a question about the item while the man sits still with a form of some sort; listening to the doctor. ,doctor ,doctor's face,doctors arm and woman's hand,woman's and man's hands,woman's face,table edge and man's arm,man's shirt,man's face,man and woman shoulder to shoulder,a purple square
33,AJNQ2PBD07FKE.csv,A doctor is sitting at the table with two people; perhaps explaining something to them medically. ,The doctors clothes, arm and body diagram.,The doctors face.,Doctors arm and woman patients arm. ,Two patients torso and arms.,A woman's patients face.,a man's patient arm and a table.,a man's patient's shirt.,a man's patient's face.,a man's patient's shirt and a woman's patient's shirt,a man's patient's shirt.34,A20SMUCY0FQA7Z.csv,a ladie filling petrol for a car in a petrol bulk,a board in petrol bulk,petrol machine,petrol bulk worker,petrol pump,a ladie,a old woman,side mirror of car,women hands,hands placing on car,car's door
34,A2L366NNL1YG5W.csv,a woman is trying to pump gas and is int interrupted by a man and a woman,?,gas pump,man's face,gas pump nozzle,woman #1's face,woman #2's face,gas tank door,elbow,hand,?
34,A2SBISQJE2ZPJQ.csv,ONE BLACK MAN SOMETHING TELL ONE BLACK WOMAN AND NEAR ONE WHITE LADY STANDING IS THERE,PAPER,PETROL BULK,BLACK MEN,LADY DRESS,BLACK WOMAN FACE,WHITE LADY FACE,WHITE LADY DRESS,BLACK WOMAN HAND,HAND,CAR
34,A37M4OVE9R80G.csv,a girl filling petrol for her car; the shop worker asking something by showing a paper to him; the other girl weared glasses also seeing what the man is telling to her.,?,?,black african man,petrol pump,girl side view,girl hair was brown ,she weared glass,?,both girls wrist ,the girl hand who is filling the petrol,car window
34,A39J8MSTUDVH0D.csv,Gas station attendant explaining a paper to two women who are filling up their car.,gas hose,gas hose and pump,gas station attendant head and shoulders,woman's t-shirt and gas nossle,woman's head in profile with car in background,woman's head and shoulders,open gas door,woman's left arm,woman's hand resting on purse,car windows
34,A3OLRWACCCCUTU.csv,Two women and a man are standing by a gas pump.  One woman is holding a gas nozzle.  The man is speaking.,Sign on gas pump.,Part of gas pump.,man's face,part of man's body, woman's body and nozzle.,woman's head,woman's face,part of pants and a shirt.,woman's elbow,woman's waist,edge of car
34,A3QI1RV4HQ9MOC.csv,A WOMAN FILLING PETROL IN PETROL BULK,BOARD,PETRIOL MACHINE,MAN WORKER,PETROL PUMP,WOMAN,WOMAN FACE WITH GLASSES,MIRROR,WOMEN HANDS,HANDS ON CAR,CAR DOOR
34,A3QMAS3KVQTPW0.csv,FUEL PUMP EMPLOYEE HAVING A DISCUSSION WITH HER SUPERVISORS WHILE FILLING UP THE FUEL.,FUEL PUMP WITH A NOTICE PAPER STICK ON IT,FUEL PUMP,MAN WITH A TAG ON HIS SHOULDER,FUEL PUMP READY TO FILL IN THE CAR,FUEL PUMP EMPLOY,LADY WITH SHADES ON HER FACE,TOP DRESS OF THE EMPLOY,SHOULDER OF THE EMPLOY,BLACK T-SHIRT OF THE WOMEN,CAR
34,AFQKLIYNCVZTL.csv,A woman is pumping gas while two other people are talking with her.,paper,fuel pump,man's head,shirt,woman's head,woman's head,pants,arm,,
34,AHV4U78TUUDKI.csv,A black man and white woman approach a black woman trying to put gas in her car. They are asking her something about the materials they are holding in their hands. ,sign on gas pump,gas pump,black man ,woman holding gas nozzle,black woman ,white woman and black woman's shoulder,the gas lid on the car,black woman;s arm ,black woman's hand,car
34,AJNQ2PBD07FKE.csv,A woman looks to be getting ready to pump gas; there is also another woman behind her and a man behind her. The man looks like an employee. , A handmade sign on the gas pump,A sticker on the pump saying \regular\,The man's face.,The woman's torso and gas pump.,Woman's face.,Woman's face.,Lower portion of woman's body.,woman's arm and other woman's arm. ,woman's lower body and other woman's arm. ,Red car.35,A20SMUCY0FQA7Z.csv,two man standing on a workshop and discussing about the work,old man's hand,id card,face of old man,t shirt,books on hand,hands of two men,face of man,tshirt,hands inside pant,machine
35,A2L366NNL1YG5W.csv,two men standing in a warehouse,elbow,badge,man's face,man's shirt logo,man's arm and clipboard,furniture,man's face,shirt,hand,truck bed
35,A2SBISQJE2ZPJQ.csv,TWO MAN STANDING IS THERE. ONE OLD MAN SOMTHING TELLS TO ANOTHER YOUNG MAN,MENS DRESS,MENS PANT,OLD MAN FACE,OLD MAN SHIRT,MENS HAND,TABLE,YOUNG MEN FACE,MEN HAND,MEN HAND,MEN HAND
35,A37M4OVE9R80G.csv,two workers discussing about office work; one man holding some papers in his left hand ; also weared batch; the other man have his mobile in his right side; both have phone. weared blue tshirt,man hand,idendity batch of him,old man face,t-shirt some text printed,some papers for his work,?,man speaking with other person,?,?,?
35,A39J8MSTUDVH0D.csv,Two men in a shop are discussing a work related issue.The older man appears to be a supervisor and the other a lower level employee.,right arm and blue shirt,work id and pager,man's head and face,man's shirt with company logo,man's left arm holding a notebook,shoulders and arms of both men,subordinate's head and shoulders,man's t-shirt and left arm,man's left forearm and hand,pickup truck
35,A3OLRWACCCCUTU.csv,Two men are standing in a garage.  One man has a hand on is hip and is holding something in one hand.  The other is looking towards him.,man's elbow,man's hand and waist,man's face\n,man's chest and shoulder,man's arm and hand holding a pad,shoulder and arm of two men,man's head,man's shoulder,man's hand,part of man's elbow and a truck
35,A3QI1RV4HQ9MOC.csv,TWO MAN STANDING IN WORKSHOP AND DISCUSSING SERIOUSLY,HAND,MAN BOCKET,OLD MAN,T-SHIRT,ACCOUNT NOTES,TABLE,MAN,T-SHIRT,MAN LEFT BOCKET,CAR
35,A3QMAS3KVQTPW0.csv,2 EMPLOYEES HAVING A GLARE AT THE OBJECT,MAN'S HAND,EMPLOYEE ID CARD TAG AROUND THE WAIST,OLD EMPLOYEE,BLUE T-SHIRT OF THE EMPLOYEE,EMPLOYEE HAND WITH A WATCH AND A BOOKS IN HAND, SHOULDERS OF THE EMPLOYEES,YOUNG EMPLOYEE FACE,BLUE T-SHIRT OF THE YOUNG EMPLOYEE,EMPLOYEE HAND IN THE POCKET OF HIS JEANS,CAR IN THE BACKGROUND OF THE IMAGE
35,AFQKLIYNCVZTL.csv,Two men are standing in a garage.,arm,hand,head,shirt,arm,tool chest,head,shirt,,
35,AHV4U78TUUDKI.csv,Two men in a garage. One younger; one older. The older man looks concerned about something. He is holding a folder of some sort. ,older man's arm ,older man's hand,older man's face,the shirt the older man is wearing ,the folder the older man is holding,the two men's arms,the younger man ,the younger man's shirt,the younger man's arm and body,a truck in the garage
35,AJNQ2PBD07FKE.csv,Two men standing in a workshop or garage. Look to be discussing something or planning something. ,One man's arm,man's lower body and hand.,One man's face,One man's chest.,one man's arm and notebook.,one man's arm, other man's arm.,man's face,faces chest and arm.,one man's arm and torso.,one man's arm and floor of workshop36,A20SMUCY0FQA7Z.csv,three ladies are in serious discussion with a form on their hands,t shirt,ladies face,form,ladies face,guitar in hands,glass window,yellow color form,ladies face,a man and a woman,
36,A2L366NNL1YG5W.csv,there looks to be a meeting or possibly a waiting room,shirt,woman's face,woman's hands and papers,woman's face,woman's bag,?,woman's hands and papers,woman's face,man and woman,
36,A2SBISQJE2ZPJQ.csv,ONE GROUP OF PEOPLE IS THERE. FOUR LADYS ARE SPEAKING TO ONE LADY.,LADY TOPS,LADY FACE,FILE,WOMAN FACE,HAND BAG,WALL,FILE,WOMAN FACE,MEN AND WOMAN,
36,A37M4OVE9R80G.csv,girls discussing as a group ; all are holding some papers with them.some other groups also standing nearby.,girl t-shirt,?,girl holding file,girl seriously watching what the other girl is telling,?,?,file showing some text,the group leader explaing something to other girls,seraching something in her pocket,
36,A39J8MSTUDVH0D.csv,Women in casual attire within a large group of people. They appear to be discussing some aspect of their meeting.,Woman's right arm and t-shirt,woman's head in profile,blue papers being held by a woman,woman's head and shoulders,woman seated holding purse,back wall of the room with two posters,yellow papers in woman's hands,woman's head and shoulders wearing blue shirt,man and woman in discussion,
36,A3OLRWACCCCUTU.csv,A number of people are sitting in chairs in a room; primarily women.  A woman is squatting down holding a piece of paper talking to three of them.  Another small group is standing to one side talking.,woman's chest,woman's face,woman's hand and a piece of blue paper,womans head and upper body,woman's chest and lower body,wall,woman's hand holding yellow paper,woman's face and upper body,two people standing and talking,
36,A3QI1RV4HQ9MOC.csv,THREE WOMEN DISCUSSING WITH A FORM IN THEIR HANDS,MEN TSHIRT,WOMEN FACE,WOMEN HANDS,WOMEN,WOMEN SITTING WITH BOTTLE,HOUSE,WOMEN WITH A FORM,WOMEN,TWO WOMEN STANDING,
36,A3QMAS3KVQTPW0.csv,GROUP OF WOMEN HAVING A DISCUSSION. THEY ARE HOLDING A FORM IN THEIR HAND. ,WOMEN'S WHITE T-SHIRT,WOMEN WITH A WHITE T-SHIRT,BLUE COLORED FORM ,WOMEN STARING AT THE VOLUNTEER,T-SHIRT OF THE WOMEN,HOUSE WALL,YELLOW COLORED FORM,VOLUNTEER'S FACE,OLD COUPLE ENGAGED IN DISCUSSION,
36,AFQKLIYNCVZTL.csv,Three women are talking.,shirt,head,papers,woman,shirt,ceiling,papers,head,couple,
36,AHV4U78TUUDKI.csv,One women is providing assistance to three other women. It is a fairly crowded room that has many seats; orange walls; and carpet. Each woman looks worried but the assistance giver is trying to calm their fears. ,woman seeking help ,woman seeking help face ,woman holding paperwork ,second woman seeking help ,second woman sitting,archway in the building,assistance worker holding paperwork ,assistance worker's face,other people in the room ,
36,AJNQ2PBD07FKE.csv,A room filled with people and chairs. main focus is on two women in chairs talking to a lady who is kneeling in front of them.,one women's chest and arm.,one woman's face,paper on a woman's lap.,one woman's face,one woman's body and arms, bag on lap,brick wall of the room,lady's arms and paper.,lady's face,lady and man in background of room.,37,A20SMUCY0FQA7Z.csv,two man having a pleasant conversation in outdoor,a man having a mobile phone,tree,men's hand inside pant pocket,shoulder,men's hand inside pant pocket,men's face,two men's hands,old man's face,jerkin,old man
37,A2L366NNL1YG5W.csv,two men outside a gathering,man on phone,?,man's arm,man's jacket,belt and pants,mans face,man's arm,man's face,jacket logo,man's face
37,A2SBISQJE2ZPJQ.csv,TWO MAN STANDING IS THERE AND CONVERSATION WITH TWO PERSONS,MEN,?,JACKET,JACKET,DRESS,MEN'S FACE,MENS HAND,MENS FACE,JACKET,FACE
37,A37M4OVE9R80G.csv,two man discussing casually about something both persons hands are in their dress pocket ; some other persons also standing near by.,man seeing his mobile,?,man jacket,?,man putting his finger in his jean,smiling face of a man,?,a old man weared glass speaking something,?,distant view of a man
37,A39J8MSTUDVH0D.csv,Men outside a brick building having a casual conversation.,man in black jacket beside a bush,man's left leg,right arm of leather jacket,right shoulder and lapel of leather jacket,man in black shirt leather jacket and gray slacks,head and shoulders of man in leather jacket and beret,left arm and lapel of leather jacket,head of gray haired man wearing sun glasses,left lapel of man in blue jacket,head and shoulders of older man in white jacket
37,A3OLRWACCCCUTU.csv,Two men in jackets are standing outside of a brick building on a sunny day talking. Some other people are milling around in the background.,man standing by bush,sliver of bush,man's elbow,man's shoulder,man's stomach area,man's head and shoulder,arms of two men,man's head ,part of a jacket,part of a wall and a man's head.
37,A3QI1RV4HQ9MOC.csv,TWO MEN STANDING OUTSIDE AND HAD A PLEASANT CONVERSATION,MAN USING MOBILE PHONE,TREE,MEN INSERT HAND IN POCKET,CAP ,HANDS IN PANT POCKET,MAN WITH CAP,JERKIN HAND,MAN,TSHIRT,OLD MAN
37,A3QMAS3KVQTPW0.csv,2 MENS HAVING A DISCUSSION OUTSIDE AN EVENT. OTHER MEN ARE ALSO SEEN.,A MAN WITH BLACK SUIT AND DARK SHADES ON THIS FACE,A GENTLEMAN WITH A HEAD GEAR ON HIS HEAD AND BROWN JACKET,BROWN JACKET,BROWN JACKET OF A PERSON WITH HEAD GEAR,BROWN JACKET OVER THE BLACK T-SHIRT OF A PERSON,A GENTLEMAN WITH BROWN JACKET AND A HEAD GEAR,RIGHT SIDE BROWN JACKET OVER THE BLACK T-SHIRT,A GENTLEMAN WITH SHADES ON THIS EYES,OVERCOAT OF THE GENTLEMEN,OLD MAN
37,AFQKLIYNCVZTL.csv,Two men are talking outside.,man,?,arm,jacket,stomach,head,arm,head,,
37,AHV4U78TUUDKI.csv,Two men are having a conversation and seem to be enjoying themselves. They are standing in what appears to be a parking lot. There are 3 other men standing in the same area as well. ,man ,bushes,1st man having conversation's arm ,1st man having conversation,1st man having conversation's midsection,1st man having conversation's face,two arms of the two men talking ,2nd man having conversation' face,2nd man having conversation's jacket,man in background
37,AJNQ2PBD07FKE.csv,Two men standing outside and talking. Looks like older black sportscar behind them. also some more people and bushes behind them. ,man in background and bushes,bushes,one man's arm and leather jacket ,one man and his jacket and hat.,man's lower torso,man's face,one man's arm and other man's arm,one man's face and sunglasses ,mans chest and jacket,woman in background, bushes38,A20SMUCY0FQA7Z.csv,two old man had a conversation in a restaurant,shirt,men's face,table,woman serving,chair,grassland,pole,men's face,shirt,men's face
38,A2L366NNL1YG5W.csv,people at a outdoor restaurant,shirt,man's face,arm,2 women 2 men,?,?,?,man's face,shirt,man's face
38,A2SBISQJE2ZPJQ.csv,TWO OLD MAN SITTING  AND SPEAKING IN COFFEE SHOP,MENS SHIRT,MENS FACE,CLOTH,TWO MENS AND WOMAN,MENS SHIRT,PLANT,WOOD,MENS FACE,SHIRT,MENS FACE
38,A37M4OVE9R80G.csv,two old man discussing about something in the restaurant ; a rose stand was available in all the table. some other families also eating food in the surrounding in the restaurant.,?,old man having big beared,table,a girl serving food to the customers,hands of a man,?,?,old man speaking to other old man about something,?,a smiling man near by the table talking to someone
38,A39J8MSTUDVH0D.csv,Two men having a casual conversation at a somewhat quite outdoor restaurant.,man's red and white striped shirt,profile of man with graying hair, beard, and sunglasses,man's left arm,waitress serving table of two men and a woman,right shoulder of man in red checked shirt,vineyard in distance,canopy supports with vineyard in distance,head of older man with black cap, glasses, and mustache,front of man's red checked shirt,head and shoulders of black man in red cap laughing.
38,A3OLRWACCCCUTU.csv,Two men are sitting under a tent talking.  There are other people sitting at other tables under the tent; and a woman leaning over one table.,man's chest,man's head,part of an arm and table,woman leaning over a table between two men,shoulder,hill,part of tent,man's face,man's chest,man's head
38,A3QI1RV4HQ9MOC.csv,TWO MAN SITTING IN A RESTAURANT IN A HILL CLIMB,SHIRT,MAN FACE,TABLE,WOMAN SERVING,CHAIR,HILLS,POLE,MAN,SHIRT,MAN WITH CAP
